algorithm,error_rate,runtime_sec,K,S,H,T,requested_traj_per_user,n_traj_per_user,n_effective_transitions_per_user,repeat,run_seed
mdpmix_original_em_th1e-05,0.7706666666666666,0.3211808204650879,10,100,20,750,75,75,1500,4,22210
ours_stage1,0.32799999999999996,250.30110299028456,10,100,20,750,75,75,1500,5,22211
ours_stage1plus2_em10,0.30666666666666664,7.6455960758030415,10,100,20,750,75,75,1500,5,22211
mdpmix_original_clust_th1e-06,0.796,22.215860480442643,10,100,20,750,75,75,1500,5,22211
mdpmix_original_em_th1e-06,0.6373333333333333,0.4353107325732708,10,100,20,750,75,75,1500,5,22211
mdpmix_original_clust_th5e-06,0.83,18.75715987943113,10,100,20,750,75,75,1500,5,22211
mdpmix_original_em_th5e-06,0.644,0.17740076035261154,10,100,20,750,75,75,1500,5,22211
mdpmix_original_clust_th1e-05,0.856,14.513389341533184,10,100,20,750,75,75,1500,5,22211
mdpmix_original_em_th1e-05,0.7346666666666667,0.1092153787612915,10,100,20,750,75,75,1500,5,22211
ours_stage1,0.33066666666666666,180.26647803932428,10,100,20,750,75,75,1500,6,22212
ours_stage1plus2_em10,0.30666666666666664,1.836312685161829,10,100,20,750,75,75,1500,6,22212
mdpmix_original_clust_th1e-06,0.8,15.910199286416173,10,100,20,750,75,75,1500,6,22212
mdpmix_original_em_th1e-06,0.72,0.2516754660755396,10,100,20,750,75,75,1500,6,22212
mdpmix_original_clust_th5e-06,0.808,13.013868320733309,10,100,20,750,75,75,1500,6,22212
mdpmix_original_em_th5e-06,0.7013333333333334,0.14871490746736526,10,100,20,750,75,75,1500,6,22212
mdpmix_original_clust_th1e-05,0.8160000000000001,14.553385833278298,10,100,20,750,75,75,1500,6,22212
mdpmix_original_em_th1e-05,0.632,0.2588741071522236,10,100,20,750,75,75,1500,6,22212
ours_stage1,0.3626666666666667,177.70692829228938,10,100,20,750,75,75,1500,7,22213
ours_stage1plus2_em10,0.3506666666666667,11.73535218834877,10,100,20,750,75,75,1500,7,22213
mdpmix_original_clust_th1e-06,0.81,22.853617364540696,10,100,20,750,75,75,1500,7,22213
mdpmix_original_em_th1e-06,0.636,0.18603171780705452,10,100,20,750,75,75,1500,7,22213
mdpmix_original_clust_th5e-06,0.806,14.742709591984749,10,100,20,750,75,75,1500,7,22213
mdpmix_original_em_th5e-06,0.696,0.14003001153469086,10,100,20,750,75,75,1500,7,22213
mdpmix_original_clust_th1e-05,0.836,13.668897660449147,10,100,20,750,75,75,1500,7,22213
mdpmix_original_em_th1e-05,0.7453333333333334,0.1421467512845993,10,100,20,750,75,75,1500,7,22213
ours_stage1,0.32933333333333337,156.96643664129078,10,100,20,750,75,75,1500,8,22214
ours_stage1plus2_em10,0.31999999999999995,1.5211095325648785,10,100,20,750,75,75,1500,8,22214
mdpmix_original_clust_th1e-06,0.8200000000000001,11.901040663942695,10,100,20,750,75,75,1500,8,22214
mdpmix_original_em_th1e-06,0.6773333333333333,0.09423781931400299,10,100,20,750,75,75,1500,8,22214
mdpmix_original_clust_th5e-06,0.8240000000000001,11.007516836747527,10,100,20,750,75,75,1500,8,22214
mdpmix_original_em_th5e-06,0.6973333333333334,0.1679640207439661,10,100,20,750,75,75,1500,8,22214
mdpmix_original_clust_th1e-05,0.84,17.77923807129264,10,100,20,750,75,75,1500,8,22214
mdpmix_original_em_th1e-05,0.6706666666666667,0.22783551923930645,10,100,20,750,75,75,1500,8,22214
ours_stage1,0.344,183.76075020059943,10,100,20,750,75,75,1500,9,22215
ours_stage1plus2_em10,0.33466666666666667,3.7509735357016325,10,100,20,750,75,75,1500,9,22215
mdpmix_original_clust_th1e-06,0.81,17.838993079960346,10,100,20,750,75,75,1500,9,22215
mdpmix_original_em_th1e-06,0.6986666666666667,0.1851058341562748,10,100,20,750,75,75,1500,9,22215
mdpmix_original_clust_th5e-06,0.864,20.91087495535612,10,100,20,750,75,75,1500,9,22215
mdpmix_original_em_th5e-06,0.796,0.2592589855194092,10,100,20,750,75,75,1500,9,22215
mdpmix_original_clust_th1e-05,0.864,18.685494707897305,10,100,20,750,75,75,1500,9,22215
mdpmix_original_em_th1e-05,0.8106666666666666,0.17143954895436764,10,100,20,750,75,75,1500,9,22215
ours_stage1,0.33466666666666667,181.18869882635772,10,100,20,750,75,75,1500,10,22216
ours_stage1plus2_em10,0.31866666666666665,2.066537484526634,10,100,20,750,75,75,1500,10,22216
mdpmix_original_clust_th1e-06,0.716,21.396610137075186,10,100,20,750,75,75,1500,10,22216
mdpmix_original_em_th1e-06,0.5786666666666667,0.28905827179551125,10,100,20,750,75,75,1500,10,22216
mdpmix_original_clust_th5e-06,0.784,11.990452768281102,10,100,20,750,75,75,1500,10,22216
mdpmix_original_em_th5e-06,0.6506666666666667,0.1637872252613306,10,100,20,750,75,75,1500,10,22216
mdpmix_original_clust_th1e-05,0.78,13.109474819153547,10,100,20,750,75,75,1500,10,22216
mdpmix_original_em_th1e-05,0.6719999999999999,0.16150355525314808,10,100,20,750,75,75,1500,10,22216
ours_stage1,0.31066666666666665,173.45332435145974,10,100,20,750,75,75,1500,11,22217
ours_stage1plus2_em10,0.30133333333333334,13.964570822194219,10,100,20,750,75,75,1500,11,22217
mdpmix_original_clust_th1e-06,0.746,22.961119666695595,10,100,20,750,75,75,1500,11,22217
mdpmix_original_em_th1e-06,0.5853333333333333,0.23996850661933422,10,100,20,750,75,75,1500,11,22217
mdpmix_original_clust_th5e-06,0.798,18.07823454402387,10,100,20,750,75,75,1500,11,22217
mdpmix_original_em_th5e-06,0.6066666666666667,0.16301285661756992,10,100,20,750,75,75,1500,11,22217
mdpmix_original_clust_th1e-05,0.8180000000000001,12.549884852021933,10,100,20,750,75,75,1500,11,22217
mdpmix_original_em_th1e-05,0.656,0.29845478013157845,10,100,20,750,75,75,1500,11,22217
ours_stage1,0.3453333333333334,166.13015099987388,10,100,20,750,75,75,1500,12,22218
ours_stage1plus2_em10,0.32666666666666666,1.458122756332159,10,100,20,750,75,75,1500,12,22218
mdpmix_original_clust_th1e-06,0.862,16.850868893787265,10,100,20,750,75,75,1500,12,22218
mdpmix_original_em_th1e-06,0.7946666666666666,0.46681531332433224,10,100,20,750,75,75,1500,12,22218
mdpmix_original_clust_th5e-06,0.85,13.02611512877047,10,100,20,750,75,75,1500,12,22218
mdpmix_original_em_th5e-06,0.7933333333333333,0.1505395472049713,10,100,20,750,75,75,1500,12,22218
mdpmix_original_clust_th1e-05,0.854,12.618246173486114,10,100,20,750,75,75,1500,12,22218
mdpmix_original_em_th1e-05,0.7573333333333333,0.1574217975139618,10,100,20,750,75,75,1500,12,22218
ours_stage1,0.42266666666666663,147.14533160626888,10,100,20,750,75,75,1500,13,22219
ours_stage1plus2_em10,0.3973333333333333,2.4537480641156435,10,100,20,750,75,75,1500,13,22219
mdpmix_original_clust_th1e-06,0.8220000000000001,12.854311609640718,10,100,20,750,75,75,1500,13,22219
mdpmix_original_em_th1e-06,0.7066666666666667,0.2047235108911991,10,100,20,750,75,75,1500,13,22219
mdpmix_original_clust_th5e-06,0.842,11.72471378557384,10,100,20,750,75,75,1500,13,22219
mdpmix_original_em_th5e-06,0.7906666666666666,0.1384759098291397,10,100,20,750,75,75,1500,13,22219
mdpmix_original_clust_th1e-05,0.8200000000000001,13.201297551393509,10,100,20,750,75,75,1500,13,22219
mdpmix_original_em_th1e-05,0.712,0.15865682810544968,10,100,20,750,75,75,1500,13,22219
ours_stage1,0.33599999999999997,208.75721848756075,10,100,20,750,75,75,1500,14,22220
ours_stage1plus2_em10,0.32666666666666666,1.8374660070985556,10,100,20,750,75,75,1500,14,22220
mdpmix_original_clust_th1e-06,0.8140000000000001,35.38355181924999,10,100,20,750,75,75,1500,14,22220
mdpmix_original_em_th1e-06,0.628,0.10229356959462166,10,100,20,750,75,75,1500,14,22220
mdpmix_original_clust_th5e-06,0.8160000000000001,28.08372848853469,10,100,20,750,75,75,1500,14,22220
mdpmix_original_em_th5e-06,0.636,0.25684054009616375,10,100,20,750,75,75,1500,14,22220
mdpmix_original_clust_th1e-05,0.8160000000000001,25.828610204160213,10,100,20,750,75,75,1500,14,22220
mdpmix_original_em_th1e-05,0.6693333333333333,0.20977571606636047,10,100,20,750,75,75,1500,14,22220
ours_stage1,0.43066666666666664,159.7017980106175,10,100,20,750,75,75,1500,15,22221
ours_stage1plus2_em10,0.40800000000000003,1.5672849267721176,10,100,20,750,75,75,1500,15,22221
mdpmix_original_clust_th1e-06,0.812,13.817026989534497,10,100,20,750,75,75,1500,15,22221
mdpmix_original_em_th1e-06,0.6839999999999999,0.19518902525305748,10,100,20,750,75,75,1500,15,22221
mdpmix_original_clust_th5e-06,0.838,12.100187296047807,10,100,20,750,75,75,1500,15,22221
mdpmix_original_em_th5e-06,0.7,0.10085292719304562,10,100,20,750,75,75,1500,15,22221
mdpmix_original_clust_th1e-05,0.844,19.29594495333731,10,100,20,750,75,75,1500,15,22221
mdpmix_original_em_th1e-05,0.696,0.5271155554801226,10,100,20,750,75,75,1500,15,22221
ours_stage1,0.3506666666666667,348.0222419258207,10,100,20,750,75,75,1500,16,22222
ours_stage1plus2_em10,0.33333333333333337,1.37920050509274,10,100,20,750,75,75,1500,16,22222
mdpmix_original_clust_th1e-06,0.802,9.615332687273622,10,100,20,750,75,75,1500,16,22222
mdpmix_original_em_th1e-06,0.632,0.08878396824002266,10,100,20,750,75,75,1500,16,22222
mdpmix_original_clust_th5e-06,0.812,3.7984827179461718,10,100,20,750,75,75,1500,16,22222
mdpmix_original_em_th5e-06,0.6426666666666667,0.05813059210777283,10,100,20,750,75,75,1500,16,22222
mdpmix_original_clust_th1e-05,0.832,2.9730931390076876,10,100,20,750,75,75,1500,16,22222
mdpmix_original_em_th1e-05,0.696,0.050171419978141785,10,100,20,750,75,75,1500,16,22222
ours_stage1,0.3466666666666667,285.13836615905166,10,100,20,750,75,75,1500,17,22223
ours_stage1plus2_em10,0.33599999999999997,1.5664267465472221,10,100,20,750,75,75,1500,17,22223
mdpmix_original_clust_th1e-06,0.8220000000000001,8.733923900872469,10,100,20,750,75,75,1500,17,22223
mdpmix_original_em_th1e-06,0.7333333333333334,0.1132702324539423,10,100,20,750,75,75,1500,17,22223
mdpmix_original_clust_th5e-06,0.8220000000000001,6.516903484240174,10,100,20,750,75,75,1500,17,22223
mdpmix_original_em_th5e-06,0.6466666666666667,0.08823724836111069,10,100,20,750,75,75,1500,17,22223
mdpmix_original_clust_th1e-05,0.844,6.749103670939803,10,100,20,750,75,75,1500,17,22223
mdpmix_original_em_th1e-05,0.6333333333333333,0.07772879861295223,10,100,20,750,75,75,1500,17,22223
ours_stage1,0.31200000000000006,55.165565971285105,10,100,20,750,75,75,1500,18,22224
ours_stage1plus2_em10,0.29066666666666663,1.4242673516273499,10,100,20,750,75,75,1500,18,22224
mdpmix_original_clust_th1e-06,0.852,19.299461886286736,10,100,20,750,75,75,1500,18,22224
mdpmix_original_em_th1e-06,0.7973333333333333,0.5435122810304165,10,100,20,750,75,75,1500,18,22224
mdpmix_original_clust_th5e-06,0.834,23.068862181156874,10,100,20,750,75,75,1500,18,22224
mdpmix_original_em_th5e-06,0.6599999999999999,0.6052812077105045,10,100,20,750,75,75,1500,18,22224
mdpmix_original_clust_th1e-05,0.8240000000000001,28.336672274395823,10,100,20,750,75,75,1500,18,22224
mdpmix_original_em_th1e-05,0.6666666666666667,0.39090980030596256,10,100,20,750,75,75,1500,18,22224
ours_stage1,0.43466666666666665,320.84136241674423,10,100,20,750,75,75,1500,19,22225
ours_stage1plus2_em10,0.42800000000000005,1.19471600279212,10,100,20,750,75,75,1500,19,22225
mdpmix_original_clust_th1e-06,0.8280000000000001,13.067923748865724,10,100,20,750,75,75,1500,19,22225
mdpmix_original_em_th1e-06,0.6386666666666667,0.09735522046685219,10,100,20,750,75,75,1500,19,22225
mdpmix_original_clust_th5e-06,0.844,9.040535835549235,10,100,20,750,75,75,1500,19,22225
mdpmix_original_em_th5e-06,0.7853333333333333,0.09699268080294132,10,100,20,750,75,75,1500,19,22225
mdpmix_original_clust_th1e-05,0.84,12.233595652505755,10,100,20,750,75,75,1500,19,22225
mdpmix_original_em_th1e-05,0.72,0.06214721314609051,10,100,20,750,75,75,1500,19,22225
ours_stage1,0.33866666666666667,295.6954252049327,10,100,20,750,75,75,1500,20,22226
ours_stage1plus2_em10,0.32133333333333336,4.5660320818424225,10,100,20,750,75,75,1500,20,22226
mdpmix_original_clust_th1e-06,0.79,12.469919042661786,10,100,20,750,75,75,1500,20,22226
mdpmix_original_em_th1e-06,0.6346666666666667,0.0845066998153925,10,100,20,750,75,75,1500,20,22226
mdpmix_original_clust_th5e-06,0.8280000000000001,7.594951180741191,10,100,20,750,75,75,1500,20,22226
mdpmix_original_em_th5e-06,0.7,0.05247792601585388,10,100,20,750,75,75,1500,20,22226
mdpmix_original_clust_th1e-05,0.8140000000000001,3.0894522089511156,10,100,20,750,75,75,1500,20,22226
mdpmix_original_em_th1e-05,0.692,0.04346507601439953,10,100,20,750,75,75,1500,20,22226
ours_stage1,0.29333333333333333,288.02407338656485,10,100,20,750,75,75,1500,21,22227
ours_stage1plus2_em10,0.276,1.8173877894878387,10,100,20,750,75,75,1500,21,22227
mdpmix_original_clust_th1e-06,0.844,27.336075665429235,10,100,20,750,75,75,1500,21,22227
mdpmix_original_em_th1e-06,0.7386666666666667,0.2801369410008192,10,100,20,750,75,75,1500,21,22227
mdpmix_original_clust_th5e-06,0.762,17.457119464874268,10,100,20,750,75,75,1500,21,22227
mdpmix_original_em_th5e-06,0.6226666666666667,0.07028866559267044,10,100,20,750,75,75,1500,21,22227
mdpmix_original_clust_th1e-05,0.766,9.329023022204638,10,100,20,750,75,75,1500,21,22227
mdpmix_original_em_th1e-05,0.6173333333333333,0.07159139029681683,10,100,20,750,75,75,1500,21,22227
ours_stage1,0.3413333333333334,330.27519564144313,10,100,20,750,75,75,1500,22,22228
ours_stage1plus2_em10,0.33333333333333337,1.4306828435510397,10,100,20,750,75,75,1500,22,22228
mdpmix_original_clust_th1e-06,0.712,7.657490728422999,10,100,20,750,75,75,1500,22,22228
mdpmix_original_em_th1e-06,0.5680000000000001,0.08836367167532444,10,100,20,750,75,75,1500,22,22228
mdpmix_original_clust_th5e-06,0.81,4.416790319606662,10,100,20,750,75,75,1500,22,22228
mdpmix_original_em_th5e-06,0.696,0.049506111070513725,10,100,20,750,75,75,1500,22,22228
mdpmix_original_clust_th1e-05,0.8280000000000001,4.842997247353196,10,100,20,750,75,75,1500,22,22228
mdpmix_original_em_th1e-05,0.7,0.05306663550436497,10,100,20,750,75,75,1500,22,22228
ours_stage1,0.3613333333333333,317.30503658391535,10,100,20,750,75,75,1500,23,22229
ours_stage1plus2_em10,0.356,1.9097041804343462,10,100,20,750,75,75,1500,23,22229
mdpmix_original_clust_th1e-06,0.794,9.838530136272311,10,100,20,750,75,75,1500,23,22229
mdpmix_original_em_th1e-06,0.6759999999999999,0.09863409958779812,10,100,20,750,75,75,1500,23,22229
mdpmix_original_clust_th5e-06,0.8280000000000001,10.149135837331414,10,100,20,750,75,75,1500,23,22229
mdpmix_original_em_th5e-06,0.7213333333333334,0.0689205564558506,10,100,20,750,75,75,1500,23,22229
mdpmix_original_clust_th1e-05,0.852,10.398752270266414,10,100,20,750,75,75,1500,23,22229
mdpmix_original_em_th1e-05,0.7733333333333333,0.4632385242730379,10,100,20,750,75,75,1500,23,22229
ours_stage1,0.44399999999999995,199.3298554904759,10,100,20,750,75,75,1500,24,22230
ours_stage1plus2_em10,0.43466666666666665,1.887634340673685,10,100,20,750,75,75,1500,24,22230
mdpmix_original_clust_th1e-06,0.83,10.712896378710866,10,100,20,750,75,75,1500,24,22230
mdpmix_original_em_th1e-06,0.6799999999999999,0.1772586554288864,10,100,20,750,75,75,1500,24,22230
mdpmix_original_clust_th5e-06,0.8160000000000001,6.2556944247335196,10,100,20,750,75,75,1500,24,22230
mdpmix_original_em_th5e-06,0.6546666666666667,0.09586506523191929,10,100,20,750,75,75,1500,24,22230
mdpmix_original_clust_th1e-05,0.832,7.94500282779336,10,100,20,750,75,75,1500,24,22230
mdpmix_original_em_th1e-05,0.632,0.1251357402652502,10,100,20,750,75,75,1500,24,22230
ours_stage1,0.3453333333333334,313.15429105237126,10,100,20,750,75,75,1500,25,22231
ours_stage1plus2_em10,0.33066666666666666,3.2416780460625887,10,100,20,750,75,75,1500,25,22231
mdpmix_original_clust_th1e-06,0.84,15.27563613653183,10,100,20,750,75,75,1500,25,22231
mdpmix_original_em_th1e-06,0.6986666666666667,0.17577572725713253,10,100,20,750,75,75,1500,25,22231
mdpmix_original_clust_th5e-06,0.804,11.916064923629165,10,100,20,750,75,75,1500,25,22231
mdpmix_original_em_th5e-06,0.6706666666666667,0.0709785632789135,10,100,20,750,75,75,1500,25,22231
mdpmix_original_clust_th1e-05,0.798,12.303510604426265,10,100,20,750,75,75,1500,25,22231
mdpmix_original_em_th1e-05,0.5986666666666667,0.07383015565574169,10,100,20,750,75,75,1500,25,22231
ours_stage1,0.28,350.22218336351216,10,100,20,750,75,75,1500,26,22232
ours_stage1plus2_em10,0.2706666666666667,0.848692636936903,10,100,20,750,75,75,1500,26,22232
mdpmix_original_clust_th1e-06,0.796,7.063682971522212,10,100,20,750,75,75,1500,26,22232
mdpmix_original_em_th1e-06,0.6599999999999999,0.08673043362796307,10,100,20,750,75,75,1500,26,22232
mdpmix_original_clust_th5e-06,0.866,3.9617287442088127,10,100,20,750,75,75,1500,26,22232
mdpmix_original_em_th5e-06,0.7653333333333333,0.06166191212832928,10,100,20,750,75,75,1500,26,22232
mdpmix_original_clust_th1e-05,0.812,2.6365159563720226,10,100,20,750,75,75,1500,26,22232
mdpmix_original_em_th1e-05,0.5733333333333333,0.044183164834976196,10,100,20,750,75,75,1500,26,22232
ours_stage1,0.32533333333333336,293.07933609746397,10,100,20,750,75,75,1500,27,22233
ours_stage1plus2_em10,0.30266666666666664,3.9099014438688755,10,100,20,750,75,75,1500,27,22233
mdpmix_original_clust_th1e-06,0.856,9.482707982882857,10,100,20,750,75,75,1500,27,22233
mdpmix_original_em_th1e-06,0.7786666666666666,0.135757714509964,10,100,20,750,75,75,1500,27,22233
mdpmix_original_clust_th5e-06,0.856,8.073003696277738,10,100,20,750,75,75,1500,27,22233
mdpmix_original_em_th5e-06,0.7933333333333333,0.06042183004319668,10,100,20,750,75,75,1500,27,22233
mdpmix_original_clust_th1e-05,0.84,7.486484505236149,10,100,20,750,75,75,1500,27,22233
mdpmix_original_em_th1e-05,0.696,0.06247876398265362,10,100,20,750,75,75,1500,27,22233
ours_stage1,0.41466666666666663,124.72912730835378,10,100,20,750,75,75,1500,28,22234
ours_stage1plus2_em10,0.4066666666666666,1.9328023381531239,10,100,20,750,75,75,1500,28,22234
mdpmix_original_clust_th1e-06,0.862,6.5994716715067625,10,100,20,750,75,75,1500,28,22234
mdpmix_original_em_th1e-06,0.792,0.19317161291837692,10,100,20,750,75,75,1500,28,22234
mdpmix_original_clust_th5e-06,0.85,4.907574523240328,10,100,20,750,75,75,1500,28,22234
mdpmix_original_em_th5e-06,0.712,0.10166862048208714,10,100,20,750,75,75,1500,28,22234
mdpmix_original_clust_th1e-05,0.856,5.300814896821976,10,100,20,750,75,75,1500,28,22234
mdpmix_original_em_th1e-05,0.7026666666666667,0.06799711473286152,10,100,20,750,75,75,1500,28,22234
ours_stage1,0.3426666666666667,344.8609832637012,10,100,20,750,75,75,1500,29,22235
ours_stage1plus2_em10,0.33066666666666666,1.5768238231539726,10,100,20,750,75,75,1500,29,22235
mdpmix_original_clust_th1e-06,0.844,12.51255326345563,10,100,20,750,75,75,1500,29,22235
mdpmix_original_em_th1e-06,0.8186666666666667,0.09435284323990345,10,100,20,750,75,75,1500,29,22235
mdpmix_original_clust_th5e-06,0.838,11.153475414961576,10,100,20,750,75,75,1500,29,22235
mdpmix_original_em_th5e-06,0.7853333333333333,0.06249486282467842,10,100,20,750,75,75,1500,29,22235
mdpmix_original_clust_th1e-05,0.832,4.8966284934431314,10,100,20,750,75,75,1500,29,22235
mdpmix_original_em_th1e-05,0.7866666666666666,0.04511859454214573,10,100,20,750,75,75,1500,29,22235
ours_stage1,0.2706666666666667,57.236251374706626,10,100,30,750,75,75,2250,0,32296
ours_stage1plus2_em10,0.256,1.7356430180370808,10,100,30,750,75,75,2250,0,32296
mdpmix_original_clust_th1e-06,0.706,31.998012967407703,10,100,30,750,75,75,2250,0,32296
mdpmix_original_em_th1e-06,0.5760000000000001,1.0889983549714088,10,100,30,750,75,75,2250,0,32296
mdpmix_original_clust_th5e-06,0.718,30.18420828692615,10,100,30,750,75,75,2250,0,32296
mdpmix_original_em_th5e-06,0.5773333333333333,1.1539817936718464,10,100,30,750,75,75,2250,0,32296
mdpmix_original_clust_th1e-05,0.72,21.565363064408302,10,100,30,750,75,75,2250,0,32296
mdpmix_original_em_th1e-05,0.5333333333333333,0.566106291487813,10,100,30,750,75,75,2250,0,32296
ours_stage1,0.368,179.99550746753812,10,100,30,750,75,75,2250,1,32297
ours_stage1plus2_em10,0.3626666666666667,1.7135255355387926,10,100,30,750,75,75,2250,1,32297
mdpmix_original_clust_th1e-06,0.7,11.463306879624724,10,100,30,750,75,75,2250,1,32297
mdpmix_original_em_th1e-06,0.6053333333333333,0.2244026493281126,10,100,30,750,75,75,2250,1,32297
mdpmix_original_clust_th5e-06,0.718,11.611406294628978,10,100,30,750,75,75,2250,1,32297
