T,H,algo,mean,lo,hi
400,50,em2,0.0007499999999999878,0.0003333333333333262,0.0012499999999999807
400,50,em3,0.0007499999999999878,0.0003333333333333262,0.0012499999999999844
400,50,em4,0.0007499999999999878,0.0003333333333333262,0.0012499999999999844
400,50,em5,0.0007499999999999878,0.0003333333333333262,0.0012499999999999807
400,50,em6,0.0007499999999999878,0.0003333333333333262,0.0012499999999999807
400,50,em7,0.0007499999999999878,0.0003333333333333262,0.0012499999999999844
400,50,em8,0.0007499999999999878,0.0003333333333333262,0.0012499999999999844
400,50,em9,0.0007499999999999878,0.0003333333333333262,0.0012499999999999844
400,50,oracle,0.0004999999999999894,0.0001666666666666631,0.0008333333333333156
400,50,stage1,0.004833333333333304,0.003666666666666644,0.005999999999999979
500,10,em1,0.4043333333333333,0.3775983333333333,0.4302683333333333
500,10,em10,0.33413333333333334,0.30533166666666667,0.3655333333333334
500,10,em2,0.38180000000000003,0.3527333333333334,0.410135
500,10,em3,0.36766666666666675,0.3374666666666667,0.39893500000000004
500,10,em4,0.35939999999999994,0.3296,0.39040166666666665
500,10,em5,0.35146666666666665,0.32226499999999997,0.38153833333333337
500,10,em6,0.3464,0.31693166666666656,0.378135
500,10,em7,0.3419333333333333,0.313065,0.37226833333333337
500,10,em8,0.33880000000000005,0.31019666666666657,0.36967
500,10,em9,0.33640000000000003,0.30679833333333334,0.367935
500,10,oracle,0.1528666666666667,0.1471983333333333,0.15880000000000002
500,10,stage1,0.4458666666666667,0.42426500000000006,0.4674683333333333
500,20,em1,0.05313333333333337,0.0492666666666667,0.057133333333333355
500,20,em10,0.0438666666666667,0.041200000000000035,0.046600000000000044
500,20,em2,0.045466666666666704,0.04260000000000004,0.04840000000000004
500,20,em3,0.044133333333333365,0.04140000000000003,0.04700000000000003
500,20,em4,0.04386666666666671,0.041200000000000035,0.04673333333333337
500,20,em5,0.04380000000000004,0.0410666666666667,0.046533333333333364
500,20,em6,0.0438666666666667,0.0410666666666667,0.046666666666666703
500,20,em7,0.0438666666666667,0.041200000000000035,0.04660000000000004
500,20,em8,0.0438666666666667,0.041200000000000035,0.04673333333333336
500,20,em9,0.0438666666666667,0.041200000000000035,0.0466666666666667
